producto,unidad,mayorista,minimo,maximo,moda,promedio,fecha,año,mes,año_mes,producto_limpio,producto_estandar
Chayote tierno quelite,Java,Java,16000.0,18000.0,18000.0,17454.55,2026-02-17,2026,2,2026-02,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,18000.0,20000.0,20000.0,19200.0,2026-02-17,2026,2,2026-02,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,16000.0,18000.0,18000.0,17200.0,2026-02-17,2026,2,2026-02,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,13000.0,14000.0,13000.0,13400.0,2026-02-17,2026,2,2026-02,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,8000.0,10000.0,8000.0,8666.67,2026-02-17,2026,2,2026-02,Chile Dulce Tercera,Chile Dulce Tercera
Coliflor,Unidad,Unidad,1000.0,1300.0,1000.0,1031.25,2026-02-17,2026,2,2026-02,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,800.0,1000.0,1000.0,909.09,2026-02-17,2026,2,2026-02,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,120.0,150.0,150.0,142.5,2026-02-17,2026,2,2026-02,Elote,Elote
Guanábana injertada,Kilo,Kilo,1800.0,2000.0,1800.0,1880.0,2026-02-17,2026,2,2026-02,Guanábana Injertada,Guanábana Injertada
Jengibre sazón,Kilo,Kilo,1000.0,1000.0,1000.0,1000.0,2026-02-17,2026,2,2026-02,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,250.0,233.33,2026-02-17,2026,2,2026-02,Lechuga Americana,Lechuga Americana
Limón mandarina,Unidad,Unidad,80.0,100.0,80.0,88.0,2026-02-17,2026,2,2026-02,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,120.0,150.0,150.0,140.0,2026-02-17,2026,2,2026-02,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,180.0,200.0,200.0,197.14,2026-02-17,2026,2,2026-02,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,150.0,150.0,150.0,150.0,2026-02-17,2026,2,2026-02,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),10000.0,13000.0,13000.0,12000.0,2026-02-17,2026,2,2026-02,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Haden Caja plástica (17,kg),kg),6000.0,8000.0,6000.0,6600.0,2026-02-17,2026,2,2026-02,Manga Grande Haden,Manga Grande Haden
Manga grande Keitt Caja plástica (17,kg),kg),6000.0,8000.0,8000.0,7400.0,2026-02-17,2026,2,2026-02,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),10000.0,13000.0,12000.0,12000.0,2026-02-17,2026,2,2026-02,Manga Grande Tommy,Manga Grande Tommy
Melón Cantaloupe,Kilo,Kilo,500.0,700.0,500.0,583.33,2026-02-17,2026,2,2026-02,Melón Cantaloupe,Melón Cantaloupe
Naranja dulce,Unidad,Unidad,100.0,120.0,120.0,113.75,2026-02-17,2026,2,2026-02,Naranja Dulce,Naranja Dulce
Ñampí,Kilo,Kilo,800.0,1000.0,900.0,900.0,2026-02-17,2026,2,2026-02,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),28000.0,35000.0,30000.0,30233.33,2026-02-17,2026,2,2026-02,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),30000.0,35000.0,33000.0,32000.0,2026-02-17,2026,2,2026-02,Papa Blanca Primera,Papa Blanca
Papaya híbrida,Kilo,Kilo,250.0,350.0,250.0,294.44,2026-02-17,2026,2,2026-02,Papaya Híbrida,Papaya Híbrida
Pejibaye,Kilo,Kilo,1200.0,1200.0,1200.0,1200.0,2026-02-17,2026,2,2026-02,Pejibaye,Pejibaye
Pepino,Kilo,Kilo,900.0,1000.0,1000.0,957.14,2026-02-17,2026,2,2026-02,Pepino,Pepino
Piña - grande,Unidad,Unidad,1200.0,1300.0,1200.0,1220.0,2026-02-17,2026,2,2026-02,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,900.0,1000.0,1000.0,980.0,2026-02-17,2026,2,2026-02,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,700.0,800.0,800.0,766.67,2026-02-17,2026,2,2026-02,Piña Pequeña,Piña
Plátano primera (verde y maduro),Unidad,Unidad,230.0,250.0,240.0,237.78,2026-02-17,2026,2,2026-02,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,180.0,200.0,200.0,196.67,2026-02-17,2026,2,2026-02,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,250.0,350.0,300.0,290.0,2026-02-17,2026,2,2026-02,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,600.0,700.0,600.0,638.46,2026-02-17,2026,2,2026-02,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,250.0,300.0,250.0,258.82,2026-02-17,2026,2,2026-02,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,300.0,400.0,350.0,350.0,2026-02-17,2026,2,2026-02,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,200.0,300.0,250.0,255.56,2026-02-17,2026,2,2026-02,Sandía De Campo Mediana,Sandía Mediana de Campo
Tiquisque,Kilo,Kilo,1500.0,1600.0,1600.0,1575.0,2026-02-17,2026,2,2026-02,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),10000.0,11000.0,10000.0,10357.14,2026-02-17,2026,2,2026-02,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),9000.0,10000.0,9000.0,9312.5,2026-02-17,2026,2,2026-02,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),6000.0,7000.0,6000.0,6384.62,2026-02-17,2026,2,2026-02,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1500.0,2000.0,1600.0,1668.42,2026-02-17,2026,2,2026-02,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,500.0,600.0,600.0,570.0,2026-02-17,2026,2,2026-02,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,12000.0,10000.0,10480.0,2026-02-17,2026,2,2026-02,Zanahoria Primera,Zanahoria
Apio verde (mata),Mata,Mata,1000.0,1200.0,1000.0,1075.0,2026-02-18,2026,2,2026-02,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,350.0,400.0,400.0,386.67,2026-02-18,2026,2,2026-02,Ayote Sazón,Ayote Sazón
Ayote sazón mantequilla,Kilo,Kilo,500.0,700.0,600.0,600.0,2026-02-18,2026,2,2026-02,Ayote Sazón Mantequilla,Ayote Sazón Mantequilla
Ayote tierno,Unidad,Unidad,500.0,700.0,600.0,608.33,2026-02-18,2026,2,2026-02,Ayote Tierno,Ayote Tierno
Banano maduro criollo,Unidad,Unidad,30.0,30.0,30.0,30.0,2026-02-18,2026,2,2026-02,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,3000.0,3000.0,3000.0,3000.0,2026-02-18,2026,2,2026-02,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1000.0,1300.0,1200.0,1133.33,2026-02-18,2026,2,2026-02,Brócoli,Brócoli
Camote,Kilo,Kilo,700.0,800.0,700.0,733.33,2026-02-18,2026,2,2026-02,Camote,Camote
Carambola,Kilo,Kilo,700.0,800.0,700.0,740.0,2026-02-18,2026,2,2026-02,Carambola,Carambola
Cas,Kilo,Kilo,800.0,1000.0,1000.0,920.0,2026-02-18,2026,2,2026-02,Cas,Cas
Cebolla seca amarilla burra,Kilo,Kilo,850.0,1000.0,900.0,905.56,2026-02-18,2026,2,2026-02,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,850.0,950.0,850.0,877.27,2026-02-18,2026,2,2026-02,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,850.0,950.0,850.0,880.0,2026-02-18,2026,2,2026-02,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1600.0,2000.0,1700.0,1715.38,2026-02-18,2026,2,2026-02,Cebolla Seca Morada,Cebolla Seca Morada
Cebollino,Rollo,Rollo,200.0,250.0,250.0,237.5,2026-02-18,2026,2,2026-02,Cebollino,Cebollino
Chayote tierno criollo,Java,Java,18000.0,20000.0,20000.0,19500.0,2026-02-18,2026,2,2026-02,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,17000.0,18000.0,18000.0,17666.67,2026-02-18,2026,2,2026-02,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,20000.0,20000.0,20000.0,20000.0,2026-02-18,2026,2,2026-02,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,16000.0,18000.0,18000.0,17600.0,2026-02-18,2026,2,2026-02,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,13000.0,14000.0,13000.0,13333.33,2026-02-18,2026,2,2026-02,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,8000.0,10000.0,10000.0,9142.86,2026-02-18,2026,2,2026-02,Chile Dulce Tercera,Chile Dulce Tercera
Coco,Unidad,Unidad,500.0,500.0,500.0,500.0,2026-02-18,2026,2,2026-02,Coco,Coco
Coliflor,Unidad,Unidad,1000.0,1300.0,1000.0,1081.82,2026-02-18,2026,2,2026-02,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,700.0,1000.0,800.0,861.54,2026-02-18,2026,2,2026-02,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,130.0,150.0,150.0,145.0,2026-02-18,2026,2,2026-02,Elote,Elote
Espinaca,Rollo,Rollo,200.0,250.0,250.0,239.29,2026-02-18,2026,2,2026-02,Espinaca,Espinaca
Fresa (1 Kg) Bandeja (1,kg),kg),2000.0,2300.0,2000.0,2100.0,2026-02-18,2026,2,2026-02,Fresa Bandeja,Fresa Bandeja
Fresa (400 g) Bandeja (400,g),g),900.0,1200.0,1000.0,1062.5,2026-02-18,2026,2,2026-02,Fresa Bandeja,Fresa Bandeja
Granadilla primera,Unidad,Unidad,180.0,200.0,200.0,192.0,2026-02-18,2026,2,2026-02,Granadilla Primera,Granadilla Primera
Granadilla segunda,Unidad,Unidad,150.0,170.0,170.0,162.0,2026-02-18,2026,2,2026-02,Granadilla Segunda,Granadilla Segunda
Guanábana injertada,Kilo,Kilo,1700.0,1800.0,1800.0,1766.67,2026-02-18,2026,2,2026-02,Guanábana Injertada,Guanábana Injertada
Guayaba China/Taiwanesa,Kilo,Kilo,1000.0,1000.0,1000.0,1000.0,2026-02-18,2026,2,2026-02,Guayaba China Taiwanesa,Guayaba China Taiwanesa
Jengibre sazón,Kilo,Kilo,1000.0,1000.0,1000.0,1000.0,2026-02-18,2026,2,2026-02,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,250.0,233.33,2026-02-18,2026,2,2026-02,Lechuga Americana,Lechuga Americana
Limón dulce,Unidad,Unidad,100.0,200.0,150.0,144.44,2026-02-18,2026,2,2026-02,Limón Dulce,Limón Dulce
Limón mandarina,Unidad,Unidad,80.0,100.0,80.0,86.67,2026-02-18,2026,2,2026-02,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,130.0,150.0,150.0,141.43,2026-02-18,2026,2,2026-02,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,180.0,200.0,200.0,195.0,2026-02-18,2026,2,2026-02,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,130.0,150.0,150.0,146.67,2026-02-18,2026,2,2026-02,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),8000.0,12000.0,10000.0,10222.22,2026-02-18,2026,2,2026-02,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Haden Caja plástica (17,kg),kg),7000.0,8000.0,7000.0,7250.0,2026-02-18,2026,2,2026-02,Manga Grande Haden,Manga Grande Haden
Manga grande Keitt Caja plástica (17,kg),kg),7000.0,8000.0,7000.0,7400.0,2026-02-18,2026,2,2026-02,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),10000.0,12000.0,10000.0,10857.14,2026-02-18,2026,2,2026-02,Manga Grande Tommy,Manga Grande Tommy
Maracuyá,Kilo,Kilo,1000.0,1200.0,1000.0,1080.0,2026-02-18,2026,2,2026-02,Maracuyá,Maracuyá
Melón Cantaloupe,Kilo,Kilo,500.0,600.0,500.0,538.46,2026-02-18,2026,2,2026-02,Melón Cantaloupe,Melón Cantaloupe
Mora congelada,Kilo,Kilo,1600.0,1800.0,1600.0,1650.0,2026-02-18,2026,2,2026-02,Mora Congelada,Mora Congelada
Mora fresca,Kilo,Kilo,1600.0,1800.0,1600.0,1650.0,2026-02-18,2026,2,2026-02,Mora Fresca,Mora Fresca
Naranja dulce,Unidad,Unidad,100.0,120.0,120.0,115.56,2026-02-18,2026,2,2026-02,Naranja Dulce,Naranja Dulce
Naranjilla,Kilo,Kilo,1500.0,1500.0,1500.0,1500.0,2026-02-18,2026,2,2026-02,Naranjilla,Naranjilla
Ñampí,Kilo,Kilo,900.0,1000.0,900.0,922.22,2026-02-18,2026,2,2026-02,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),27000.0,32000.0,30000.0,29058.82,2026-02-18,2026,2,2026-02,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),28000.0,33000.0,32000.0,31074.07,2026-02-18,2026,2,2026-02,Papa Blanca Primera,Papa Blanca
Papa polilla Malla (45,kg),kg),6000.0,10000.0,8000.0,8000.0,2026-02-18,2026,2,2026-02,Papa Polilla,Papa Polilla
Papa roja Malla (45,kg),kg),22000.0,28000.0,25000.0,24500.0,2026-02-18,2026,2,2026-02,Papa Roja,Papa Roja
Papa semilla Malla (45,kg),kg),15000.0,20000.0,18000.0,16954.55,2026-02-18,2026,2,2026-02,Papa Semilla,Papa Semilla
Papa semillón Malla (45,kg),kg),15000.0,20000.0,18000.0,16947.37,2026-02-18,2026,2,2026-02,Papa Semillón,Papa Semillón
Papaya híbrida,Kilo,Kilo,250.0,350.0,250.0,290.0,2026-02-18,2026,2,2026-02,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,900.0,1000.0,1000.0,976.92,2026-02-18,2026,2,2026-02,Pepino,Pepino
Piña - grande,Unidad,Unidad,1200.0,1200.0,1200.0,1200.0,2026-02-18,2026,2,2026-02,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,1000.0,1000.0,1000.0,1000.0,2026-02-18,2026,2,2026-02,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,800.0,800.0,800.0,800.0,2026-02-18,2026,2,2026-02,Piña Pequeña,Piña
Pipa pelada,Unidad,Unidad,250.0,300.0,300.0,278.57,2026-02-18,2026,2,2026-02,Pipa Pelada,Pipa Pelada
Plátano primera (verde y maduro),Unidad,Unidad,230.0,240.0,230.0,233.33,2026-02-18,2026,2,2026-02,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,170.0,200.0,200.0,194.0,2026-02-18,2026,2,2026-02,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,200.0,300.0,300.0,259.09,2026-02-18,2026,2,2026-02,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,500.0,700.0,600.0,600.0,2026-02-18,2026,2,2026-02,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,200.0,300.0,250.0,237.5,2026-02-18,2026,2,2026-02,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,350.0,400.0,350.0,372.22,2026-02-18,2026,2,2026-02,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,250.0,300.0,250.0,272.73,2026-02-18,2026,2,2026-02,Sandía De Campo Mediana,Sandía Mediana de Campo
Tamarindo,Kilo,Kilo,2000.0,2000.0,2000.0,2000.0,2026-02-18,2026,2,2026-02,Tamarindo,Tamarindo
Tiquisque,Kilo,Kilo,1500.0,1700.0,1600.0,1612.5,2026-02-18,2026,2,2026-02,Tiquisque,Tiquisque
Tomate primera Caja plástica (18,kg),kg),10000.0,11000.0,10000.0,10125.0,2026-02-18,2026,2,2026-02,Tomate Primera,Tomate
Tomate segunda Caja plástica (18,kg),kg),9000.0,10000.0,9000.0,9125.0,2026-02-18,2026,2,2026-02,Tomate Segunda,Tomate
Tomate tercera Caja plástica (18,kg),kg),6000.0,7000.0,6000.0,6250.0,2026-02-18,2026,2,2026-02,Tomate Tercera,Tomate
Vainica,Kilo,Kilo,1500.0,1800.0,1600.0,1618.75,2026-02-18,2026,2,2026-02,Vainica,Vainica
Yuca parafinada,Kilo,Kilo,500.0,600.0,600.0,585.71,2026-02-18,2026,2,2026-02,Yuca Parafinada,Yuca Parafinada
Zanahoria primera Malla (45,kg),kg),10000.0,12000.0,10000.0,10333.33,2026-02-18,2026,2,2026-02,Zanahoria Primera,Zanahoria
Zuquini,Unidad,Unidad,500.0,600.0,500.0,527.27,2026-02-18,2026,2,2026-02,Zuquini,Zuquini
Apio verde (mata),Mata,Mata,1000.0,1200.0,1000.0,1075.0,2026-02-18,2026,2,2026-02,Apio Verde,Apio Verde
Ayote sazón,Kilo,Kilo,350.0,400.0,400.0,386.67,2026-02-18,2026,2,2026-02,Ayote Sazón,Ayote Sazón
Ayote sazón mantequilla,Kilo,Kilo,500.0,700.0,600.0,600.0,2026-02-18,2026,2,2026-02,Ayote Sazón Mantequilla,Ayote Sazón Mantequilla
Ayote tierno,Unidad,Unidad,500.0,700.0,600.0,608.33,2026-02-18,2026,2,2026-02,Ayote Tierno,Ayote Tierno
Banano maduro criollo,Unidad,Unidad,30.0,30.0,30.0,30.0,2026-02-18,2026,2,2026-02,Banano Maduro Criollo,Banano Maduro Criollo
Banano rechazo de exportación (verde y maduro),Caja,Caja,3000.0,3000.0,3000.0,3000.0,2026-02-18,2026,2,2026-02,Banano Rechazo De Exportación,Banano Rechazo De Exportación
Brócoli,Kilo,Kilo,1000.0,1300.0,1200.0,1133.33,2026-02-18,2026,2,2026-02,Brócoli,Brócoli
Camote,Kilo,Kilo,700.0,800.0,700.0,733.33,2026-02-18,2026,2,2026-02,Camote,Camote
Carambola,Kilo,Kilo,700.0,800.0,700.0,740.0,2026-02-18,2026,2,2026-02,Carambola,Carambola
Cas,Kilo,Kilo,800.0,1000.0,1000.0,920.0,2026-02-18,2026,2,2026-02,Cas,Cas
Cebolla seca amarilla burra,Kilo,Kilo,850.0,1000.0,900.0,905.56,2026-02-18,2026,2,2026-02,Cebolla Seca Amarilla Burra,Cebolla Seca Amarilla Burra
Cebolla seca amarilla suelta,Kilo,Kilo,850.0,950.0,850.0,877.27,2026-02-18,2026,2,2026-02,Cebolla Seca Amarilla Suelta,Cebolla Seca Amarilla Suelta
Cebolla seca amarilla trenza,Kilo,Kilo,850.0,950.0,850.0,880.0,2026-02-18,2026,2,2026-02,Cebolla Seca Amarilla Trenza,Cebolla Seca Amarilla Trenza
Cebolla seca morada,Kilo,Kilo,1600.0,2000.0,1700.0,1715.38,2026-02-18,2026,2,2026-02,Cebolla Seca Morada,Cebolla Seca Morada
Cebollino,Rollo,Rollo,200.0,250.0,250.0,237.5,2026-02-18,2026,2,2026-02,Cebollino,Cebollino
Chayote tierno criollo,Java,Java,18000.0,20000.0,20000.0,19500.0,2026-02-18,2026,2,2026-02,Chayote Tierno Criollo,Chayote Tierno Criollo
Chayote tierno quelite,Java,Java,17000.0,18000.0,18000.0,17666.67,2026-02-18,2026,2,2026-02,Chayote Tierno Quelite,Chayote Tierno Quelite
Chile dulce jumbo Caja,plástica,plástica,20000.0,20000.0,20000.0,20000.0,2026-02-18,2026,2,2026-02,Chile Dulce Jumbo,Chile Dulce Jumbo
Chile dulce primera Caja,plástica,plástica,16000.0,18000.0,18000.0,17600.0,2026-02-18,2026,2,2026-02,Chile Dulce Primera,Chile Dulce Primera
Chile dulce segunda Caja,plástica,plástica,13000.0,14000.0,13000.0,13333.33,2026-02-18,2026,2,2026-02,Chile Dulce Segunda,Chile Dulce Segunda
Chile dulce tercera Caja,plástica,plástica,8000.0,10000.0,10000.0,9142.86,2026-02-18,2026,2,2026-02,Chile Dulce Tercera,Chile Dulce Tercera
Coco,Unidad,Unidad,500.0,500.0,500.0,500.0,2026-02-18,2026,2,2026-02,Coco,Coco
Coliflor,Unidad,Unidad,1000.0,1300.0,1000.0,1081.82,2026-02-18,2026,2,2026-02,Coliflor,Coliflor
Culantro castilla Rollo de 10,rollitos,rollitos,700.0,1000.0,800.0,861.54,2026-02-18,2026,2,2026-02,Culantro Castilla De,Culantro Castilla De
Elote,Unidad,Unidad,130.0,150.0,150.0,145.0,2026-02-18,2026,2,2026-02,Elote,Elote
Espinaca,Rollo,Rollo,200.0,250.0,250.0,239.29,2026-02-18,2026,2,2026-02,Espinaca,Espinaca
Fresa (1 Kg) Bandeja (1,kg),kg),2000.0,2300.0,2000.0,2100.0,2026-02-18,2026,2,2026-02,Fresa Bandeja,Fresa Bandeja
Fresa (400 g) Bandeja (400,g),g),900.0,1200.0,1000.0,1062.5,2026-02-18,2026,2,2026-02,Fresa Bandeja,Fresa Bandeja
Granadilla primera,Unidad,Unidad,180.0,200.0,200.0,192.0,2026-02-18,2026,2,2026-02,Granadilla Primera,Granadilla Primera
Granadilla segunda,Unidad,Unidad,150.0,170.0,170.0,162.0,2026-02-18,2026,2,2026-02,Granadilla Segunda,Granadilla Segunda
Guanábana injertada,Kilo,Kilo,1700.0,1800.0,1800.0,1766.67,2026-02-18,2026,2,2026-02,Guanábana Injertada,Guanábana Injertada
Guayaba China/Taiwanesa,Kilo,Kilo,1000.0,1000.0,1000.0,1000.0,2026-02-18,2026,2,2026-02,Guayaba China Taiwanesa,Guayaba China Taiwanesa
Jengibre sazón,Kilo,Kilo,1000.0,1000.0,1000.0,1000.0,2026-02-18,2026,2,2026-02,Jengibre Sazón,Jengibre Sazón
Lechuga Americana,Unidad,Unidad,200.0,250.0,250.0,233.33,2026-02-18,2026,2,2026-02,Lechuga Americana,Lechuga Americana
Limón dulce,Unidad,Unidad,100.0,200.0,150.0,144.44,2026-02-18,2026,2,2026-02,Limón Dulce,Limón Dulce
Limón mandarina,Unidad,Unidad,80.0,100.0,80.0,86.67,2026-02-18,2026,2,2026-02,Limón Mandarina,Limón Mandarina
Limón mesino,Unidad,Unidad,130.0,150.0,150.0,141.43,2026-02-18,2026,2,2026-02,Limón Mesino,Limón Mesino
Mandarina primera,Unidad,Unidad,180.0,200.0,200.0,195.0,2026-02-18,2026,2,2026-02,Mandarina Primera,Mandarina Primera
Mandarina segunda,Unidad,Unidad,130.0,150.0,150.0,146.67,2026-02-18,2026,2,2026-02,Mandarina Segunda,Mandarina Segunda
Manga grande Cavallini Caja plástica (17,kg),kg),8000.0,12000.0,10000.0,10222.22,2026-02-18,2026,2,2026-02,Manga Grande Cavallini,Manga Grande Cavallini
Manga grande Haden Caja plástica (17,kg),kg),7000.0,8000.0,7000.0,7250.0,2026-02-18,2026,2,2026-02,Manga Grande Haden,Manga Grande Haden
Manga grande Keitt Caja plástica (17,kg),kg),7000.0,8000.0,7000.0,7400.0,2026-02-18,2026,2,2026-02,Manga Grande Keitt,Manga Grande Keitt
Manga grande Tommy Caja plástica (17,kg),kg),10000.0,12000.0,10000.0,10857.14,2026-02-18,2026,2,2026-02,Manga Grande Tommy,Manga Grande Tommy
Maracuyá,Kilo,Kilo,1000.0,1200.0,1000.0,1080.0,2026-02-18,2026,2,2026-02,Maracuyá,Maracuyá
Melón Cantaloupe,Kilo,Kilo,500.0,600.0,500.0,538.46,2026-02-18,2026,2,2026-02,Melón Cantaloupe,Melón Cantaloupe
Mora congelada,Kilo,Kilo,1600.0,1800.0,1600.0,1650.0,2026-02-18,2026,2,2026-02,Mora Congelada,Mora Congelada
Mora fresca,Kilo,Kilo,1600.0,1800.0,1600.0,1650.0,2026-02-18,2026,2,2026-02,Mora Fresca,Mora Fresca
Naranja dulce,Unidad,Unidad,100.0,120.0,120.0,115.56,2026-02-18,2026,2,2026-02,Naranja Dulce,Naranja Dulce
Naranjilla,Kilo,Kilo,1500.0,1500.0,1500.0,1500.0,2026-02-18,2026,2,2026-02,Naranjilla,Naranjilla
Ñampí,Kilo,Kilo,900.0,1000.0,900.0,922.22,2026-02-18,2026,2,2026-02,Ñampí,Ñampí
Papa amarilla primera Malla (45,kg),kg),27000.0,32000.0,30000.0,29058.82,2026-02-18,2026,2,2026-02,Papa Amarilla Primera,Papa Amarilla
Papa blanca primera Malla (45,kg),kg),28000.0,33000.0,32000.0,31074.07,2026-02-18,2026,2,2026-02,Papa Blanca Primera,Papa Blanca
Papa polilla Malla (45,kg),kg),6000.0,10000.0,8000.0,8000.0,2026-02-18,2026,2,2026-02,Papa Polilla,Papa Polilla
Papa roja Malla (45,kg),kg),22000.0,28000.0,25000.0,24500.0,2026-02-18,2026,2,2026-02,Papa Roja,Papa Roja
Papa semilla Malla (45,kg),kg),15000.0,20000.0,18000.0,16954.55,2026-02-18,2026,2,2026-02,Papa Semilla,Papa Semilla
Papa semillón Malla (45,kg),kg),15000.0,20000.0,18000.0,16947.37,2026-02-18,2026,2,2026-02,Papa Semillón,Papa Semillón
Papaya híbrida,Kilo,Kilo,250.0,350.0,250.0,290.0,2026-02-18,2026,2,2026-02,Papaya Híbrida,Papaya Híbrida
Pepino,Kilo,Kilo,900.0,1000.0,1000.0,976.92,2026-02-18,2026,2,2026-02,Pepino,Pepino
Piña - grande,Unidad,Unidad,1200.0,1200.0,1200.0,1200.0,2026-02-18,2026,2,2026-02,Piña Grande,Piña
Piña - mediana,Unidad,Unidad,1000.0,1000.0,1000.0,1000.0,2026-02-18,2026,2,2026-02,Piña Mediana,Piña
Piña - pequeña,Unidad,Unidad,800.0,800.0,800.0,800.0,2026-02-18,2026,2,2026-02,Piña Pequeña,Piña
Pipa pelada,Unidad,Unidad,250.0,300.0,300.0,278.57,2026-02-18,2026,2,2026-02,Pipa Pelada,Pipa Pelada
Plátano primera (verde y maduro),Unidad,Unidad,230.0,240.0,230.0,233.33,2026-02-18,2026,2,2026-02,Plátano Primera,Plátano Primera
Plátano segunda (verde y maduro),Unidad,Unidad,170.0,200.0,200.0,194.0,2026-02-18,2026,2,2026-02,Plátano Segunda,Plátano Segunda
Remolacha,Unidad,Unidad,200.0,300.0,300.0,259.09,2026-02-18,2026,2,2026-02,Remolacha,Remolacha
Repollo morado,Kilo,Kilo,500.0,700.0,600.0,600.0,2026-02-18,2026,2,2026-02,Repollo Morado,Repollo Morado
Repollo verde,Kilo,Kilo,200.0,300.0,250.0,237.5,2026-02-18,2026,2,2026-02,Repollo Verde,Repollo Verde
Sandía de campo - grande,Kilo,Kilo,350.0,400.0,350.0,372.22,2026-02-18,2026,2,2026-02,Sandía De Campo Grande,Sandía Grande de Campo
Sandía de campo - mediana,Kilo,Kilo,250.0,300.0,250.0,272.73,2026-02-18,2026,2,2026-02,Sandía De Campo Mediana,Sandía Mediana de Campo
Tamarindo,Kilo,Kilo,2000.0,2000.0,2000.0,2000.0,2026-02-18,2026,2,2026-02,Tamarindo,Tamarindo
